026,042,011,006,040,000,100,020,100,100,000,000,039,095,000
024,042,012,073,053,066,023,020,100,000,000,000,054,095,000
028,042,002,060,080,066,000,020,100,000,000,000,050,095,000
045,042,008,073,053,033,084,100,050,000,000,000,039,095,000
069,071,007,053,066,033,069,000,100,100,000,049,039,095,000
046,071,009,100,060,033,030,000,100,100,000,000,075,095,000
010,042,013,040,026,066,046,040,100,100,000,000,047,062,000
002,042,001,100,060,066,069,060,100,000,000,000,029,095,000
023,071,001,053,066,066,053,040,100,000,000,000,039,095,000
009,042,024,100,060,066,000,020,100,000,000,000,039,095,000
043,014,007,000,033,083,053,080,050,000,000,000,039,095,000
004,042,007,100,060,066,084,060,100,100,000,000,034,095,000
054,042,036,013,046,033,000,000,050,100,000,000,039,095,000
016,071,010,073,053,033,015,000,100,100,000,000,039,095,000
019,085,005,073,053,066,076,040,025,100,000,000,039,095,000
060,042,027,066,100,033,069,000,100,100,000,000,039,095,100
075,042,019,053,066,083,053,080,100,000,006,000,024,095,000
004,042,013,100,060,066,000,060,100,000,000,000,039,062,000
043,042,016,100,060,033,015,000,050,100,000,000,029,095,000
020,042,011,093,093,033,069,000,100,100,003,000,039,095,000
021,014,002,080,086,033,069,000,100,100,007,000,050,095,100
006,042,013,100,060,066,069,020,050,000,000,000,034,095,000
009,071,006,100,060,066,053,020,100,000,000,000,050,095,000
020,042,010,073,053,033,023,000,100,100,000,000,039,050,000
080,042,010,060,080,033,069,000,100,100,000,000,009,095,000
043,085,009,073,053,000,023,080,100,000,000,000,043,095,000
020,042,002,080,086,033,023,000,100,100,000,000,060,095,100
039,042,010,100,060,033,100,000,100,100,000,000,044,095,100
021,042,011,100,060,033,015,000,100,100,000,000,039,095,100
020,085,034,080,086,066,069,020,100,100,000,000,009,095,000
023,042,015,073,053,033,053,000,100,100,000,000,044,095,000
010,042,026,046,073,066,069,020,100,000,000,000,039,095,000
060,042,007,013,046,033,053,100,100,000,000,000,039,095,000
016,042,010,053,066,066,092,020,100,100,000,000,039,095,000
034,042,010,080,086,033,069,000,100,100,000,000,039,095,000
015,042,008,060,080,033,023,000,100,100,000,000,055,095,000
027,042,022,006,040,000,030,020,100,100,000,000,039,095,000
036,042,008,100,060,083,023,020,100,100,000,000,044,095,100
030,042,006,046,073,033,023,100,100,000,015,000,044,095,100
028,042,007,100,060,100,023,020,100,000,000,000,039,095,100
006,085,016,046,073,066,069,020,100,000,000,000,014,095,000
006,042,010,100,060,066,053,040,050,100,000,000,019,095,000
010,071,019,100,060,066,046,060,100,100,000,000,039,095,000
056,000,004,100,060,033,092,000,025,100,000,034,039,095,100
046,042,011,073,053,100,092,080,050,000,000,000,039,095,000
068,042,011,060,080,033,069,000,100,100,009,000,060,095,100
013,042,012,073,053,033,046,000,100,100,000,000,039,095,000
039,042,009,046,073,033,015,000,100,100,000,000,039,095,000
069,042,010,000,033,033,084,000,100,100,000,000,015,095,000
028,042,008,073,053,033,076,060,100,100,000,000,044,095,000
009,042,018,073,053,066,038,020,100,100,000,000,039,095,000
061,042,012,073,053,033,046,000,100,100,000,000,047,095,000
001,042,001,100,060,066,069,060,100,100,000,000,047,095,000
013,085,013,046,073,066,076,020,100,100,000,000,039,095,000
017,042,009,100,060,083,000,020,100,000,000,000,039,095,000
078,085,007,100,060,083,084,020,100,100,000,000,015,095,000
021,042,006,100,060,066,069,060,100,100,000,000,039,095,000
015,042,010,073,053,033,053,000,075,100,000,000,039,095,000
047,057,013,060,080,033,084,000,100,100,000,000,060,095,000
023,071,013,093,093,066,069,020,100,000,000,000,060,095,100
045,071,010,073,053,033,023,000,100,100,007,000,050,095,100
013,042,033,100,060,033,069,000,100,100,000,009,019,062,000
041,042,012,060,080,033,084,000,100,100,000,045,039,095,100
020,042,005,060,080,000,023,080,100,000,000,000,039,002,000
004,042,013,100,060,066,053,060,100,100,000,000,039,095,000
035,042,012,073,053,000,023,020,100,000,000,000,039,095,000
032,042,009,060,080,066,069,020,100,100,000,000,039,095,100
075,042,032,040,026,100,053,080,050,000,000,000,019,095,000
052,071,003,033,020,066,053,040,100,000,000,000,060,095,000
013,042,027,026,013,066,053,020,100,100,000,000,075,062,000
026,071,004,073,053,083,053,020,100,000,000,000,015,095,000
046,042,008,073,053,083,038,080,100,000,000,000,039,095,000
026,042,014,073,053,033,038,000,050,100,000,000,019,095,000
060,071,025,100,060,000,023,020,100,100,000,000,050,095,100
020,057,004,100,060,033,023,000,100,100,015,000,050,095,100
016,042,010,073,053,033,053,000,100,100,000,000,039,095,000
034,071,012,093,093,000,069,080,100,000,007,000,043,095,100
013,042,005,073,053,066,000,060,100,100,000,000,039,095,000
061,042,011,100,060,033,069,100,100,000,000,000,044,095,100
021,042,001,060,080,033,023,100,100,000,000,000,039,095,100
042,042,002,100,060,000,046,080,100,100,000,000,039,095,000
002,042,014,100,060,066,053,060,100,100,000,000,029,095,000
049,057,008,053,066,033,023,000,100,100,000,000,039,027,100
012,042,022,073,053,066,053,060,050,000,000,000,039,095,000
012,042,025,100,060,000,092,020,100,100,000,000,060,095,000
054,014,013,073,053,100,053,080,100,000,000,000,029,095,000
009,042,011,006,040,033,015,000,100,100,000,000,065,095,000
008,042,013,100,060,033,053,000,100,100,000,000,039,095,000
039,000,013,080,086,033,023,000,100,100,000,045,039,095,100
034,042,011,100,060,000,000,020,050,000,000,000,039,095,000
016,042,013,046,073,033,000,000,100,100,000,000,039,095,000
008,042,011,100,060,066,038,080,000,000,000,000,034,095,000
027,042,022,026,013,033,030,000,100,100,000,000,035,062,000
019,042,012,080,086,000,053,020,075,000,000,000,029,095,000
027,042,010,060,080,066,084,020,100,000,000,000,039,095,000
010,042,019,046,073,066,000,080,100,000,000,000,039,095,000
060,042,012,073,053,033,023,000,100,100,000,000,050,095,100
043,042,012,073,053,033,084,000,100,100,000,038,043,095,000
046,042,011,073,053,000,069,080,100,100,000,000,039,095,000
016,042,006,073,053,066,100,040,075,100,000,000,039,012,000
020,042,018,100,060,066,023,040,100,100,000,000,039,095,000
016,042,012,100,060,066,046,060,100,100,000,000,044,095,000
053,042,004,073,053,000,053,080,100,000,000,000,039,095,000
038,042,011,060,080,000,023,080,100,000,000,000,039,095,000
060,042,012,073,053,066,000,020,100,000,000,000,039,095,000
057,071,003,033,020,033,015,000,100,100,000,000,019,095,000
031,042,011,073,053,033,100,000,100,100,000,000,039,095,000
032,042,011,100,060,000,000,080,100,000,000,000,039,095,000
056,042,020,073,053,033,084,000,100,100,000,000,039,095,100
004,042,015,100,060,066,000,080,050,000,000,000,034,095,000
041,042,010,006,040,066,100,020,050,100,000,000,039,095,000
019,085,011,060,080,033,069,100,100,000,000,043,034,095,100
041,085,007,060,080,033,069,000,100,100,000,000,060,095,100
045,085,000,100,060,033,000,000,100,100,000,000,039,095,100
024,042,023,046,073,066,053,020,100,000,000,000,080,095,100
027,042,012,100,060,083,053,080,100,000,000,000,039,095,000
005,042,012,073,053,066,046,020,100,000,000,000,039,095,000
034,042,010,100,060,000,000,020,050,000,000,000,037,095,000
005,042,007,100,060,066,084,060,100,000,000,000,060,095,000
